latitude,longitude,state,county
33.43,-117.59,California,CAL Fire Orange County
33.47,-117.67,California,CAL Fire Orange County
33.46,-117.67,California,Orange County
33.44,-117.67,California,Orange County
33.46,-117.66,California,Orange County
33.48,-117.66,California,CAL Fire Orange County
33.49,-117.65,California,CAL Fire Orange County
33.49,-117.64,California,Orange County
33.48,-117.65,California,CAL Fire Orange County
33.5,-117.63,California,CAL Fire Orange County
33.46,-117.65,California,Orange County
33.48,-117.64,California,CAL Fire Orange County
33.45,-117.65,California,Orange County
33.49,-117.73,California,Orange County
33.48,-117.76,California,Orange County
33.51,-117.74,California,CAL Fire Orange County
33.53,-117.73,California,CAL Fire Orange County
33.54,-117.72,California,Orange County
33.53,-117.72,California,Orange County
33.51,-117.72,California,CAL Fire Orange County
33.49,-117.72,California,CAL Fire Orange County
33.51,-117.73,California,Orange County
33.6,-117.69,California,Orange County
33.6,-117.7,California,Orange County
33.59,-117.69,California,Orange County
33.59,-117.68,California,CAL Fire Orange County
33.58,-117.69,California,Orange County
33.47,-117.68,California,CAL Fire Orange County
33.48,-117.68,California,Orange County
33.49,-117.68,California,CAL Fire Orange County
33.49,-117.67,California,Orange County
33.51,-117.68,California,CAL Fire Orange County
33.48,-117.69,California,Orange County
33.47,-117.69,California,Orange County
33.51,-117.66,California,CAL Fire Orange County
33.5,-117.66,California,Orange County
33.51,-117.67,California,Orange County
33.47,-117.7,California,Orange County
33.43,-117.72,California,Orange County
33.55,-117.68,California,Orange County
33.54,-117.68,California,Orange County
33.52,-117.68,California,CAL Fire Orange County
33.55,-117.69,California,CAL Fire Orange County
33.54,-117.69,California,Orange County
33.53,-117.69,California,Orange County
33.52,-117.69,California,Orange County
33.51,-117.7,California,CAL Fire Orange County
33.53,-117.7,California,Orange County
33.52,-117.71,California,Orange County
33.51,-117.71,California,Orange County
33.57,-117.68,California,Orange County
33.54,-117.7,California,CAL Fire Orange County
33.55,-117.7,California,Orange County
33.56,-117.7,California,Orange County
33.57,-117.7,California,CAL Fire Orange County
33.54,-117.71,California,Orange County
33.58,-117.71,California,CAL Fire Orange County
33.57,-117.71,California,Orange County
33.51,-117.69,California,CAL Fire Orange County
33.5,-117.7,California,Orange County
33.49,-117.71,California,Orange County
33.48,-117.7,California,Orange County
33.47,-117.71,California,Orange County
33.46,-117.74,California,Orange County
33.68,-117.7,California,Orange County
33.71,-117.76,California,CAL Fire Orange County
33.71,-117.75,California,Orange County
33.7,-117.76,California,CAL Fire Orange County
33.71,-117.77,California,Orange County
33.7,-117.77,California,Orange County
33.65,-117.69,California,CAL Fire Orange County
33.65,-117.71,California,Orange County
33.65,-117.7,California,Orange County
33.64,-117.71,California,Orange County
33.63,-117.71,California,Orange County
33.63,-117.7,California,Orange County
33.64,-117.72,California,Orange County
33.62,-117.71,California,Orange County
33.72,-117.76,California,Orange County
33.72,-117.75,California,Orange County
33.73,-117.74,California,CAL Fire Orange County
33.66,-117.69,California,Orange County
33.67,-117.67,California,CAL Fire Orange County
33.66,-117.67,California,Orange County
33.65,-117.68,California,Orange County
33.68,-117.64,California,CAL Fire Orange County
33.72,-117.7,California,CAL Fire Orange County
33.64,-117.7,California,Orange County
33.63,-117.69,California,Orange County
33.64,-117.69,California,Orange County
33.71,-117.82,California,CAL Fire Orange County
33.72,-117.82,California,CAL Fire Orange County
33.73,-117.81,California,Orange County
33.72,-117.8,California,Orange County
33.71,-117.81,California,CAL Fire Orange County
33.69,-117.77,California,Orange County
33.69,-117.78,California,Orange County
33.68,-117.78,California,CAL Fire Orange County
33.69,-117.8,California,Orange County
33.69,-117.79,California,Orange County
33.68,-117.79,California,CAL Fire Orange County
33.68,-117.8,California,Orange County
33.67,-117.81,California,Orange County
33.68,-117.81,California,Orange County
33.67,-117.8,California,Orange County
33.69,-117.81,California,CAL Fire Orange County
33.68,-117.82,California,CAL Fire Orange County
33.67,-117.82,California,Orange County
33.68,-117.83,California,Orange County
33.67,-117.77,California,Orange County
33.72,-117.77,California,Orange County
33.71,-117.78,California,Orange County
33.73,-117.79,California,CAL Fire Orange County
33.7,-117.78,California,CAL Fire Orange County
33.7,-117.79,California,Orange County
33.71,-117.79,California,Orange County
33.7,-117.8,California,Orange County
33.55,-117.8,California,Orange County
33.56,-117.79,California,CAL Fire Orange County
33.56,-117.81,California,CAL Fire Orange County
33.6,-117.77,California,CAL Fire Orange County
33.53,-117.8,California,Orange County
33.54,-117.78,California,Orange County
33.55,-117.79,California,Orange County
33.54,-117.75,California,CAL Fire Orange County
33.51,-117.77,California,Orange County
33.55,-117.77,California,Orange County
33.57,-117.73,California,CAL Fire Orange County
33.67,-117.86,California,Orange County
33.67,-117.83,California,Orange County
33.66,-117.83,California,Orange County
33.66,-117.8,California,Orange County
33.66,-117.81,California,Orange County
33.66,-117.82,California,CAL Fire Orange County
33.64,-117.84,California,CAL Fire Orange County
33.61,-117.87,California,Orange County
33.61,-117.86,California,Orange County
33.55,-117.88,California,Orange County
33.6,-117.84,California,Orange County
33.62,-117.86,California,Orange County
33.62,-117.85,California,Orange County
33.61,-117.85,California,Orange County
33.63,-117.86,California,Orange County
33.54,-117.77,California,Orange County
33.54,-117.76,California,Orange County
33.53,-117.77,California,Orange County
33.52,-117.8,California,Orange County
33.53,-117.76,California,Orange County
33.51,-117.78,California,Orange County
33.63,-117.73,California,Orange County
33.62,-117.74,California,Orange County
33.64,-117.75,California,CAL Fire Orange County
33.62,-117.72,California,Orange County
33.61,-117.71,California,Orange County
33.63,-117.72,California,Orange County
33.61,-117.73,California,CAL Fire Orange County
33.61,-117.74,California,Orange County
33.61,-117.75,California,Orange County
33.6,-117.75,California,CAL Fire Orange County
33.61,-117.7,California,Orange County
33.6,-117.71,California,Orange County
33.61,-117.72,California,Orange County
33.59,-117.7,California,CAL Fire Orange County
33.66,-117.84,California,CAL Fire Orange County
33.65,-117.84,California,Orange County
33.65,-117.83,California,Orange County
33.63,-117.81,California,Orange County
33.65,-117.82,California,Orange County
33.63,-117.8,California,CAL Fire Orange County
33.64,-117.8,California,Orange County
33.64,-117.82,California,Orange County
33.64,-117.81,California,Orange County
33.6,-117.88,California,Orange County
33.6,-117.87,California,Orange County
33.59,-117.87,California,Orange County
33.6,-117.86,California,Orange County
33.6,-117.89,California,Orange County
33.61,-117.9,California,CAL Fire Orange County
33.61,-117.91,California,CAL Fire Orange County
33.6,-117.91,California,Orange County
33.57,-117.92,California,Orange County
33.6,-117.9,California,CAL Fire Orange County
33.61,-117.92,California,CAL Fire Orange County
33.63,-117.88,California,CAL Fire Orange County
33.62,-117.89,California,CAL Fire Orange County
33.64,-117.88,California,CAL Fire Orange County
33.61,-117.89,California,Orange County
33.64,-117.87,California,CAL Fire Orange County
33.65,-117.86,California,CAL Fire Orange County
33.63,-117.87,California,Orange County
33.62,-117.87,California,Orange County
33.65,-117.88,California,Orange County
33.63,-117.9,California,CAL Fire Orange County
33.63,-117.91,California,CAL Fire Orange County
33.66,-117.88,California,CAL Fire Orange County
33.66,-117.89,California,CAL Fire Orange County
33.66,-117.9,California,CAL Fire Orange County
33.65,-117.9,California,CAL Fire Orange County
33.64,-117.9,California,CAL Fire Orange County
33.65,-117.91,California,CAL Fire Orange County
33.64,-117.91,California,CAL Fire Orange County
33.63,-117.92,California,CAL Fire Orange County
33.64,-117.92,California,CAL Fire Orange County
33.62,-117.92,California,CAL Fire Orange County
33.62,-117.91,California,CAL Fire Orange County
33.62,-117.93,California,Orange County
33.62,-117.94,California,CAL Fire Orange County
33.63,-117.95,California,CAL Fire Orange County
33.6,-117.96,California,Orange County
33.61,-117.93,California,CAL Fire Orange County
33.65,-117.94,California,CAL Fire Orange County
33.65,-117.93,California,CAL Fire Orange County
33.64,-117.93,California,CAL Fire Orange County
33.64,-117.94,California,CAL Fire Orange County
33.63,-117.93,California,CAL Fire Orange County
33.65,-117.92,California,CAL Fire Orange County
33.68,-117.92,California,CAL Fire Orange County
33.67,-117.93,California,CAL Fire Orange County
33.67,-117.94,California,CAL Fire Orange County
33.66,-117.94,California,CAL Fire Orange County
33.69,-117.93,California,CAL Fire Orange County
33.68,-117.93,California,CAL Fire Orange County
33.68,-117.94,California,CAL Fire Orange County
33.67,-117.92,California,CAL Fire Orange County
33.66,-117.93,California,CAL Fire Orange County
33.69,-117.91,California,Orange County
33.67,-117.91,California,CAL Fire Orange County
33.68,-117.9,California,CAL Fire Orange County
33.67,-117.9,California,CAL Fire Orange County
33.68,-117.89,California,CAL Fire Orange County
33.66,-117.91,California,CAL Fire Orange County
33.69,-117.9,California,CAL Fire Orange County
33.69,-117.87,California,CAL Fire Orange County
33.69,-117.88,California,CAL Fire Orange County
33.71,-117.86,California,CAL Fire Orange County
33.71,-117.87,California,CAL Fire Orange County
33.7,-117.87,California,Orange County
33.71,-117.88,California,CAL Fire Orange County
33.7,-117.88,California,Orange County
33.72,-117.9,California,CAL Fire Orange County
33.72,-117.91,California,CAL Fire Orange County
33.73,-117.9,California,CAL Fire Orange County
33.72,-117.89,California,CAL Fire Orange County
33.73,-117.88,California,CAL Fire Orange County
33.72,-117.88,California,CAL Fire Orange County
33.71,-117.9,California,CAL Fire Orange County
33.71,-117.89,California,CAL Fire Orange County
33.7,-117.92,California,CAL Fire Orange County
33.71,-117.91,California,CAL Fire Orange County
33.7,-117.89,California,Orange County
33.7,-117.9,California,CAL Fire Orange County
33.73,-117.86,California,CAL Fire Orange County
33.72,-117.86,California,CAL Fire Orange County
33.72,-117.87,California,CAL Fire Orange County
33.73,-117.85,California,CAL Fire Orange County
33.73,-117.84,California,CAL Fire Orange County
33.74,-117.84,California,CAL Fire Orange County
33.74,-117.83,California,CAL Fire Orange County
33.75,-117.86,California,CAL Fire Orange County
33.76,-117.86,California,CAL Fire Orange County
33.74,-117.85,California,Orange County
33.75,-117.85,California,CAL Fire Orange County
33.74,-117.86,California,CAL Fire Orange County
33.74,-117.87,California,CAL Fire Orange County
33.73,-117.87,California,CAL Fire Orange County
33.73,-117.89,California,CAL Fire Orange County
33.75,-117.89,California,CAL Fire Orange County
33.74,-117.89,California,CAL Fire Orange County
33.75,-117.9,California,CAL Fire Orange County
33.74,-117.9,California,CAL Fire Orange County
33.74,-117.91,California,CAL Fire Orange County
33.73,-117.91,California,CAL Fire Orange County
33.75,-117.88,California,CAL Fire Orange County
33.74,-117.88,California,CAL Fire Orange County
33.76,-117.87,California,Orange County
33.75,-117.87,California,CAL Fire Orange County
33.76,-117.88,California,CAL Fire Orange County
33.76,-117.9,California,Orange County
33.76,-117.89,California,CAL Fire Orange County
33.78,-117.88,California,Orange County
33.77,-117.88,California,CAL Fire Orange County
33.77,-117.89,California,CAL Fire Orange County
33.77,-117.87,California,CAL Fire Orange County
33.77,-117.86,California,CAL Fire Orange County
33.76,-117.84,California,Orange County
33.76,-117.85,California,CAL Fire Orange County
33.75,-117.84,California,CAL Fire Orange County
33.77,-117.84,California,CAL Fire Orange County
33.77,-117.85,California,CAL Fire Orange County
33.75,-117.83,California,CAL Fire Orange County
33.75,-117.82,California,CAL Fire Orange County
33.74,-117.82,California,CAL Fire Orange County
33.75,-117.81,California,CAL Fire Orange County
33.74,-117.8,California,CAL Fire Orange County
33.74,-117.81,California,CAL Fire Orange County
33.73,-117.82,California,CAL Fire Orange County
33.73,-117.83,California,CAL Fire Orange County
33.76,-117.8,California,CAL Fire Orange County
33.76,-117.79,California,Orange County
33.75,-117.79,California,Orange County
33.75,-117.8,California,CAL Fire Orange County
33.77,-117.79,California,Orange County
33.76,-117.78,California,Orange County
33.78,-117.78,California,Orange County
33.79,-117.76,California,Orange County
33.76,-117.77,California,CAL Fire Orange County
33.77,-117.82,California,CAL Fire Orange County
33.77,-117.83,California,CAL Fire Orange County
33.76,-117.82,California,Orange County
33.76,-117.81,California,CAL Fire Orange County
33.77,-117.8,California,CAL Fire Orange County
33.77,-117.81,California,CAL Fire Orange County
33.83,-117.81,California,Orange County
33.83,-117.83,California,CAL Fire Orange County
33.8,-117.82,California,Orange County
33.79,-117.83,California,Orange County
33.79,-117.82,California,Orange County
33.8,-117.83,California,Orange County
33.79,-117.84,California,Orange County
33.78,-117.84,California,Orange County
33.78,-117.82,California,Orange County
33.78,-117.81,California,Orange County
33.82,-117.81,California,CAL Fire Orange County
33.83,-117.8,California,CAL Fire Orange County
33.82,-117.82,California,CAL Fire Orange County
33.81,-117.81,California,CAL Fire Orange County
33.81,-117.82,California,CAL Fire Orange County
33.82,-117.83,California,CAL Fire Orange County
33.81,-117.83,California,CAL Fire Orange County
33.79,-117.85,California,Orange County
33.79,-117.86,California,Orange County
33.78,-117.85,California,Orange County
33.78,-117.86,California,Orange County
33.78,-117.87,California,Orange County
33.8,-117.86,California,CAL Fire Orange County
33.79,-117.87,California,Orange County
33.79,-117.88,California,Orange County
33.78,-117.89,California,Orange County
33.78,-117.9,California,CAL Fire Orange County
33.84,-117.85,California,Orange County
33.84,-117.86,California,Orange County
33.83,-117.85,California,Orange County
33.83,-117.86,California,CAL Fire Orange County
33.84,-117.84,California,Orange County
33.81,-117.85,California,Orange County
33.8,-117.85,California,Orange County
33.81,-117.84,California,CAL Fire Orange County
33.8,-117.84,California,CAL Fire Orange County
33.82,-117.86,California,CAL Fire Orange County
33.82,-117.84,California,CAL Fire Orange County
33.84,-117.89,California,Orange County
33.83,-117.89,California,CAL Fire Orange County
33.83,-117.9,California,CAL Fire Orange County
33.82,-117.89,California,CAL Fire Orange County
33.8,-117.89,California,CAL Fire Orange County
33.81,-117.87,California,Orange County
33.84,-117.87,California,Orange County
33.84,-117.88,California,Orange County
33.83,-117.87,California,CAL Fire Orange County
33.83,-117.88,California,CAL Fire Orange County
33.82,-117.88,California,CAL Fire Orange County
33.82,-117.87,California,Orange County
33.85,-117.9,California,CAL Fire Orange County
33.85,-117.89,California,CAL Fire Orange County
33.84,-117.9,California,CAL Fire Orange County
33.85,-117.85,California,CAL Fire Orange County
33.85,-117.86,California,CAL Fire Orange County
33.85,-117.92,California,CAL Fire Orange County
33.84,-117.92,California,CAL Fire Orange County
33.85,-117.91,California,CAL Fire Orange County
33.84,-117.91,California,CAL Fire Orange County
33.85,-117.93,California,CAL Fire Orange County
33.85,-117.94,California,CAL Fire Orange County
33.84,-117.93,California,CAL Fire Orange County
33.85,-117.95,California,CAL Fire Orange County
33.85,-117.96,California,CAL Fire Orange County
33.85,-117.97,California,Orange County
33.84,-117.95,California,Orange County
33.84,-117.94,California,Orange County
33.85,-117.98,California,CAL Fire Orange County
33.84,-117.98,California,CAL Fire Orange County
33.84,-117.96,California,CAL Fire Orange County
33.84,-117.97,California,CAL Fire Orange County
33.84,-117.99,California,CAL Fire Orange County
33.83,-117.97,California,CAL Fire Orange County
33.83,-117.98,California,CAL Fire Orange County
33.82,-118,California,CAL Fire Orange County
33.82,-118.01,California,CAL Fire Orange County
33.83,-118.01,California,CAL Fire Orange County
33.83,-118,California,CAL Fire Orange County
33.83,-117.99,California,CAL Fire Orange County
33.82,-117.99,California,CAL Fire Orange County
33.82,-117.98,California,CAL Fire Orange County
33.82,-117.97,California,CAL Fire Orange County
33.83,-117.96,California,CAL Fire Orange County
33.83,-117.94,California,CAL Fire Orange County
33.83,-117.95,California,CAL Fire Orange County
33.82,-117.94,California,CAL Fire Orange County
33.82,-117.95,California,CAL Fire Orange County
33.83,-117.93,California,Orange County
33.82,-117.92,California,Orange County
33.82,-117.93,California,CAL Fire Orange County
33.83,-117.92,California,CAL Fire Orange County
33.83,-117.91,California,CAL Fire Orange County
33.82,-117.9,California,CAL Fire Orange County
33.82,-117.91,California,CAL Fire Orange County
33.81,-117.91,California,CAL Fire Orange County
33.81,-117.93,California,CAL Fire Orange County
33.81,-117.92,California,CAL Fire Orange County
33.8,-117.93,California,CAL Fire Orange County
33.8,-117.92,California,CAL Fire Orange County
33.8,-117.9,California,CAL Fire Orange County
33.81,-117.94,California,CAL Fire Orange County
33.8,-117.94,California,CAL Fire Orange County
33.82,-117.96,California,CAL Fire Orange County
33.8,-117.96,California,CAL Fire Orange County
33.81,-117.96,California,CAL Fire Orange County
33.81,-117.95,California,CAL Fire Orange County
33.81,-118,California,CAL Fire Orange County
33.81,-118.01,California,CAL Fire Orange County
33.8,-117.99,California,CAL Fire Orange County
33.81,-117.99,California,CAL Fire Orange County
33.81,-117.98,California,CAL Fire Orange County
33.81,-117.97,California,CAL Fire Orange County
33.79,-117.99,California,CAL Fire Orange County
33.8,-117.98,California,CAL Fire Orange County
33.79,-117.98,California,CAL Fire Orange County
33.8,-117.97,California,CAL Fire Orange County
33.79,-117.97,California,CAL Fire Orange County
33.79,-118,California,CAL Fire Orange County
33.78,-117.99,California,Orange County
33.78,-117.98,California,CAL Fire Orange County
33.78,-117.97,California,CAL Fire Orange County
33.79,-117.96,California,CAL Fire Orange County
33.79,-117.95,California,CAL Fire Orange County
33.78,-117.95,California,CAL Fire Orange County
33.78,-117.96,California,CAL Fire Orange County
33.8,-117.95,California,CAL Fire Orange County
33.79,-117.94,California,CAL Fire Orange County
33.78,-117.93,California,CAL Fire Orange County
33.78,-117.94,California,CAL Fire Orange County
33.79,-117.93,California,CAL Fire Orange County
33.79,-117.92,California,CAL Fire Orange County
33.79,-117.91,California,CAL Fire Orange County
33.78,-117.91,California,CAL Fire Orange County
33.77,-117.92,California,CAL Fire Orange County
33.78,-117.92,California,CAL Fire Orange County
33.77,-117.94,California,CAL Fire Orange County
33.77,-117.93,California,CAL Fire Orange County
33.77,-117.95,California,CAL Fire Orange County
33.77,-117.96,California,CAL Fire Orange County
33.77,-117.97,California,CAL Fire Orange County
33.77,-117.99,California,CAL Fire Orange County
33.77,-117.98,California,Orange County
33.76,-117.97,California,CAL Fire Orange County
33.76,-117.98,California,CAL Fire Orange County
33.76,-117.96,California,CAL Fire Orange County
33.75,-117.96,California,CAL Fire Orange County
33.76,-117.95,California,CAL Fire Orange County
33.76,-117.94,California,Orange County
33.75,-117.94,California,CAL Fire Orange County
33.75,-117.95,California,CAL Fire Orange County
33.75,-117.97,California,CAL Fire Orange County
33.76,-117.93,California,CAL Fire Orange County
33.75,-117.93,California,CAL Fire Orange County
33.75,-117.92,California,CAL Fire Orange County
33.77,-117.9,California,CAL Fire Orange County
33.77,-117.91,California,CAL Fire Orange County
33.76,-117.91,California,CAL Fire Orange County
33.76,-117.92,California,CAL Fire Orange County
33.75,-117.91,California,CAL Fire Orange County
33.74,-117.93,California,CAL Fire Orange County
33.74,-117.92,California,Orange County
33.73,-117.93,California,CAL Fire Orange County
33.74,-117.94,California,Orange County
33.73,-117.94,California,Orange County
33.74,-117.95,California,CAL Fire Orange County
33.7,-117.98,California,CAL Fire Orange County
33.71,-117.98,California,CAL Fire Orange County
33.71,-117.99,California,CAL Fire Orange County
33.68,-117.96,California,CAL Fire Orange County
33.68,-117.97,California,CAL Fire Orange County
33.69,-117.95,California,CAL Fire Orange County
33.68,-117.95,California,CAL Fire Orange County
33.67,-117.95,California,CAL Fire Orange County
33.66,-117.95,California,CAL Fire Orange County
33.65,-117.98,California,CAL Fire Orange County
33.64,-117.98,California,Orange County
33.74,-117.97,California,CAL Fire Orange County
33.73,-117.97,California,CAL Fire Orange County
33.74,-117.96,California,CAL Fire Orange County
33.73,-117.96,California,CAL Fire Orange County
33.72,-117.97,California,CAL Fire Orange County
33.72,-117.95,California,CAL Fire Orange County
33.72,-117.96,California,CAL Fire Orange County
33.72,-117.93,California,CAL Fire Orange County
33.73,-117.92,California,CAL Fire Orange County
33.72,-117.92,California,CAL Fire Orange County
33.71,-117.96,California,Orange County
33.71,-117.95,California,CAL Fire Orange County
33.71,-117.94,California,CAL Fire Orange County
33.71,-117.93,California,CAL Fire Orange County
33.7,-117.94,California,CAL Fire Orange County
33.7,-117.95,California,CAL Fire Orange County
33.69,-117.98,California,CAL Fire Orange County
33.69,-117.97,California,CAL Fire Orange County
33.7,-117.96,California,CAL Fire Orange County
33.69,-117.96,California,CAL Fire Orange County
33.71,-117.97,California,CAL Fire Orange County
33.7,-117.99,California,CAL Fire Orange County
33.69,-117.99,California,CAL Fire Orange County
33.67,-117.97,California,CAL Fire Orange County
33.66,-117.97,California,CAL Fire Orange County
33.67,-117.96,California,CAL Fire Orange County
33.66,-117.96,California,CAL Fire Orange County
33.65,-117.96,California,CAL Fire Orange County
33.65,-117.97,California,CAL Fire Orange County
33.63,-117.97,California,Orange County
33.61,-117.98,California,Orange County
33.73,-117.98,California,CAL Fire Orange County
33.72,-117.98,California,CAL Fire Orange County
33.67,-117.98,California,CAL Fire Orange County
33.66,-117.98,California,CAL Fire Orange County
33.68,-117.98,California,Orange County
33.67,-118.01,California,CAL Fire Orange County
33.66,-118.01,California,CAL Fire Orange County
33.66,-118,California,CAL Fire Orange County
33.65,-118.02,California,Orange County
33.68,-117.99,California,CAL Fire Orange County
33.67,-117.99,California,CAL Fire Orange County
33.66,-117.99,California,CAL Fire Orange County
33.62,-118.02,California,Orange County
33.65,-118.05,California,Orange County
33.68,-118,California,CAL Fire Orange County
33.67,-118,California,CAL Fire Orange County
33.71,-118,California,CAL Fire Orange County
33.71,-118.02,California,CAL Fire Orange County
33.7,-118.02,California,CAL Fire Orange County
33.72,-118.02,California,CAL Fire Orange County
33.73,-118.01,California,CAL Fire Orange County
33.73,-118.02,California,Orange County
33.72,-118.03,California,CAL Fire Orange County
33.72,-118.04,California,CAL Fire Orange County
33.73,-117.99,California,CAL Fire Orange County
33.73,-118,California,CAL Fire Orange County
33.72,-117.99,California,CAL Fire Orange County
33.71,-118.01,California,CAL Fire Orange County
33.7,-118.01,California,CAL Fire Orange County
33.69,-118.01,California,CAL Fire Orange County
33.7,-118.03,California,CAL Fire Orange County
33.71,-118.03,California,CAL Fire Orange County
33.67,-118.07,California,Orange County
33.72,-118.05,California,CAL Fire Orange County
33.7,-118.09,California,Orange County
33.71,-118.04,California,Orange County
33.75,-118.09,California,CAL Fire Orange County
33.74,-118.1,California,CAL Fire Orange County
33.75,-118.11,California,Los Angeles County
33.74,-118.11,California,Orange County
33.74,-118.09,California,Orange County
33.73,-118.11,California,Orange County
33.72,-118.07,California,CAL Fire Orange County
33.71,-118.09,California,Orange County
33.72,-118.06,California,CAL Fire Orange County
33.71,-118.05,California,CAL Fire Orange County
33.73,-118.07,California,Orange County
33.73,-118.06,California,CAL Fire Orange County
33.72,-118.08,California,CAL Fire Orange County
33.73,-118.05,California,CAL Fire Orange County
33.77,-118.09,California,CAL Fire Orange County
33.77,-118.08,California,CAL Fire Orange County
33.76,-118.08,California,CAL Fire Orange County
33.76,-118.09,California,CAL Fire Orange County
33.76,-118,California,CAL Fire Orange County
33.75,-118.01,California,CAL Fire Orange County
33.75,-118,California,CAL Fire Orange County
33.74,-118,California,CAL Fire Orange County
33.76,-118.02,California,CAL Fire Orange County
33.75,-118.02,California,CAL Fire Orange County
33.76,-118.03,California,CAL Fire Orange County
33.76,-118.04,California,CAL Fire Orange County
33.75,-118.04,California,CAL Fire Orange County
33.74,-118.04,California,CAL Fire Orange County
33.74,-118.02,California,CAL Fire Orange County
33.74,-118.01,California,CAL Fire Orange County
33.75,-117.98,California,CAL Fire Orange County
33.75,-117.99,California,Orange County
33.74,-117.98,California,CAL Fire Orange County
33.74,-117.99,California,CAL Fire Orange County
33.76,-117.99,California,CAL Fire Orange County
33.77,-118.02,California,CAL Fire Orange County
33.77,-118.01,California,CAL Fire Orange County
33.76,-118.01,California,CAL Fire Orange County
33.77,-118,California,CAL Fire Orange County
33.77,-118.03,California,CAL Fire Orange County
33.79,-118.03,California,CAL Fire Orange County
33.79,-118.01,California,CAL Fire Orange County
33.78,-118.02,California,CAL Fire Orange County
33.78,-118.01,California,CAL Fire Orange County
33.78,-118.03,California,CAL Fire Orange County
33.78,-118.04,California,CAL Fire Orange County
33.8,-118.08,California,CAL Fire Orange County
33.8,-118.07,California,CAL Fire Orange County
33.79,-118.08,California,CAL Fire Orange County
33.78,-118.09,California,CAL Fire Orange County
33.79,-118.07,California,CAL Fire Orange County
33.78,-118.08,California,CAL Fire Orange County
33.79,-118.02,California,CAL Fire Orange County
33.8,-118.02,California,CAL Fire Orange County
33.8,-118.01,California,CAL Fire Orange County
33.78,-118.05,California,CAL Fire Orange County
33.78,-118.06,California,CAL Fire Orange County
33.8,-118.04,California,CAL Fire Orange County
33.8,-118.06,California,CAL Fire Orange County
33.79,-118.05,California,CAL Fire Orange County
33.84,-118.04,California,CAL Fire Orange County
33.84,-118.05,California,CAL Fire Orange County
33.83,-118.04,California,CAL Fire Orange County
33.82,-118.04,California,CAL Fire Orange County
33.82,-118.05,California,CAL Fire Orange County
33.82,-118.06,California,CAL Fire Orange County
33.81,-118.06,California,CAL Fire Orange County
33.81,-118.07,California,CAL Fire Orange County
33.82,-118.03,California,CAL Fire Orange County
33.82,-118.02,California,CAL Fire Orange County
33.83,-118.02,California,CAL Fire Orange County
33.83,-118.03,California,CAL Fire Orange County
33.83,-118.06,California,Orange County
33.83,-118.05,California,CAL Fire Orange County
33.81,-118.04,California,CAL Fire Orange County
33.81,-118.05,California,Orange County
33.81,-118.03,California,CAL Fire Orange County
33.86,-118.03,California,CAL Fire Orange County
33.85,-118.04,California,CAL Fire Orange County
33.85,-118.05,California,Orange County
33.85,-118.03,California,CAL Fire Orange County
33.84,-118.01,California,CAL Fire Orange County
33.84,-118.03,California,CAL Fire Orange County
33.81,-118.02,California,Orange County
33.86,-118.02,California,CAL Fire Orange County
33.85,-118.02,California,CAL Fire Orange County
33.85,-118.01,California,CAL Fire Orange County
33.85,-118,California,CAL Fire Orange County
33.86,-118.01,California,CAL Fire Orange County
33.84,-118.02,California,CAL Fire Orange County
33.86,-117.99,California,Orange County
33.85,-117.99,California,CAL Fire Orange County
33.86,-118,California,CAL Fire Orange County
33.84,-118,California,CAL Fire Orange County
33.87,-118.01,California,CAL Fire Orange County
33.88,-118,California,CAL Fire Orange County
33.88,-118.01,California,CAL Fire Orange County
33.88,-117.99,California,CAL Fire Orange County
33.87,-117.99,California,CAL Fire Orange County
33.87,-118,California,CAL Fire Orange County
33.89,-117.98,California,CAL Fire Orange County
33.89,-117.99,California,CAL Fire Orange County
33.89,-117.97,California,CAL Fire Orange County
33.88,-117.97,California,Orange County
39.17,-120.1,California,Placer County
39.09,-120.06,California,Placer County
39.15,-120.06,California,CAL Fire Nevada Yuba Placer Unit
39.12,-120.2,California,Placer County
39.14,-120.18,California,Placer County
39.14,-120.16,California,Placer County
39.17,-120.18,California,Placer County
39.17,-120.15,California,Placer County
39.15,-120.15,California,Placer County
39.2,-120.15,California,Placer County
39.18,-120.12,California,Placer County
39.19,-120.1,California,Placer County
39.2,-120.1,California,Placer County
39.21,-120.11,California,Placer County
39.24,-120.11,California,Placer County
39.23,-120.08,California,Placer County
39.24,-120.07,California,Placer County
39.25,-120.06,California,Placer County
39.24,-120.04,California,Placer County
39.27,-120.04,California,Placer County
39.24,-120.02,California,Placer County
39.26,-120.01,California,Placer County
38.98,-120.91,California,Placer County
39.02,-120.81,California,Placer County
39.12,-120.69,California,Placer County
39.02,-120.83,California,Placer County
38.91,-121.06,California,Placer County
38.9,-121.08,California,Placer County
38.88,-121.06,California,El Dorado County
38.89,-121.08,California,Placer County
38.9,-121.07,California,Placer County
38.89,-121.15,California,Placer County
38.86,-121.12,California,Placer County
38.87,-121.13,California,Placer County
38.91,-121.15,California,Placer County
38.85,-121.08,California,Placer County
38.74,-121.16,California,Placer County
38.77,-121.14,California,Placer County
38.75,-121.16,California,Placer County
38.84,-121.14,California,Placer County
38.82,-121.14,California,Placer County
38.8,-121.15,California,Placer County
38.78,-121.18,California,Placer County
38.8,-121.18,California,Placer County
38.76,-121.21,California,Placer County
38.75,-121.21,California,Placer County
38.76,-121.17,California,Placer County
38.73,-121.2,California,Placer County
